player_name,pitch_type,balls,xRV,xRV_100
"Faedo, Alex",FF,502,-0.41840995607264736,-0.0833485968272206
"Fairbanks, Pete",FF,354,-7.510029059982393,-2.1214771355882465
"Familia, Jeurys",FF,62,-0.5031830988267436,-0.8115856432689413
"Familia, Jeurys",SI,85,-1.4731800549793987,-1.7331530058581162
"Faria, Jake",FF,49,-0.9395962328191846,-1.91754333228405
"Farmer, Buck",FF,526,-5.137103604860696,-0.9766356663233262
"Faucher, Calvin",FC,158,-0.8669382146972071,-0.5486950725931691
"Faucher, Calvin",SI,148,-1.6352830519628068,-1.1049209810559506
"Felipe, Angel",FF,73,-0.8504718934588134,-1.1650299910394704
"Felipe, Angel",SI,81,-1.423963759741094,-1.7579799502976468
"Feltner, Ryan",FF,215,-3.2706631708429192,-1.5212386841129857
"Feltner, Ryan",SI,134,-1.466492337359488,-1.094397266686185
"Festa, Matt",FC,14,-0.24355358055755494,-1.739668432553964
"Festa, Matt",FF,98,-2.5129047997294225,-2.564188571152472
"Finnegan, Kyle",FF,773,-7.860800485302787,-1.0169211494570227
"Flaherty, Jack",FC,238,-6.419550300440238,-2.697290042201781
"Flaherty, Jack",FF,1076,-12.523442917464195,-1.1638887469762262
"Flaherty, Jack",SI,52,-1.8379729893792593,-3.5345634411139604
"Flexen, Chris",FC,512,-8.521747931667859,-1.6644038929038787
"Flexen, Chris",FF,703,-1.2586222132401539,-0.17903587670556956
"Flexen, Chris",SI,30,0.26908114190393245,0.8969371396797748
"Floro, Dylan",FF,328,-5.455841667792946,-1.6633663621319958
"Floro, Dylan",SI,305,-3.875370753671415,-1.2706133618594804
"Foley, Jason",SI,724,-14.860093228071776,-2.0524990646507977
"France, J.P.",FC,411,-6.826286692127241,-1.660897005383757
"France, J.P.",FF,935,-8.045864315353613,-0.8605202476314026
"Francis, Bowden",FF,278,-3.0093060138220897,-1.0824841776338452
"Frías, Luis",FC,256,-4.52324667315736,-1.766893231702094
"Frías, Luis",FF,205,-0.9065905355435795,-0.4422392856310144
"Fujinami, Shintaro",FC,213,-5.433030611999104,-2.550718597182678
"Fujinami, Shintaro",FF,793,-13.529250350245439,-1.706084533448353
"Fulmer, Carson",FF,2,0.010977407041192056,0.5488703520596028
"Fulmer, Carson",SI,55,0.5653657242604124,1.0279376804734772
"Fulmer, Michael",FC,209,-3.8147223719387053,-1.825226015281677
"Fulmer, Michael",FF,268,-6.188310917133337,-2.3090712377363194
"Fulmer, Michael",SI,105,-1.276918986288458,-1.2161133202747219
"Gaddis, Hunter",FC,25,-0.07570253698080777,-0.3028101479232311
"Gaddis, Hunter",FF,273,-1.4997342122724278,-0.5493531913085815
"Gallegos, Giovanny",FF,443,-3.6474127014189954,-0.8233437249252811
"Gallen, Zac",FC,332,-8.706438653407023,-2.6224212811466936
"Gallen, Zac",FF,1589,-18.568793954297853,-1.168583634631709
"Gallen, Zac",SI,12,0.10762659476399422,0.8968882896999518
"Garcia, Luis",FC,200,-6.811006915437132,-3.405503457718566
"Garcia, Luis",FF,144,1.517666710487567,1.053935215616366
"Garcia, Rico",FF,148,-0.47276931172013276,-0.31943872413522484
"García, Deivi",FC,17,-0.30153012689836317,-1.773706628813901
"García, Deivi",FF,162,-2.923666016670316,-1.8047321090557507
"García, Luis",FF,137,-1.9731939675669183,-1.4402875675670939
"García, Luis",SI,441,-7.522170387304973,-1.705707570817454
"García, Yimi",FF,366,-7.327921732994541,-2.002164407922006
"García, Yimi",SI,172,-3.5272450355696954,-2.050723857889358
"Garrett, Reed",FF,111,-2.50954060599613,-2.2608473927893065
"Garrett, Reed",SI,47,-1.822527773626102,-3.877718667289579
"Garza, Justin",FC,70,-1.2358827414834872,-1.7655467735478387
"Garza, Justin",FF,16,-0.37101901538483795,-2.318868846155237
"Garza, Justin",SI,161,-0.6883274259899741,-0.427532562726692
"Gausman, Kevin",FF,1560,-0.6537190451179676,-0.04190506699474151
"Germán, Domingo",FF,458,-2.400119714578497,-0.5240436058031652
"Germán, Domingo",SI,174,-2.165174194060574,-1.244352985092284
"Gibaut, Ian",FC,327,-5.389415425228315,-1.6481392737701273
"Gibaut, Ian",FF,533,-6.806600231550633,-1.2770356907224452
"Gibson, Kyle",FC,496,-8.340652490756435,-1.6815831634589586
"Gibson, Kyle",FF,406,-4.15737610451033,-1.0239842621946627
"Gibson, Kyle",SI,794,-10.263704144038467,-1.292657952649681
"Gilbert, Logan",FF,1221,-12.700470430384899,-1.0401695684180916
"Gilbert, Logan",SI,8,-0.14226870201081038,-1.7783587751351297
"Gillaspie, Logan",FF,84,0.6659060765113449,0.7927453291801725
"Ginkel, Kevin",FF,499,-7.699539424389303,-1.542993872623107
"Ginkel, Kevin",SI,102,-2.652885815134784,-2.6008684462105727
"Giolito, Lucas",FF,1337,-12.424739190636783,-0.9292998646699164
"Gipson-Long, Sawyer",FC,4,-0.10591805986762046,-2.6479514966905113
"Gipson-Long, Sawyer",FF,80,-0.7274096246327738,-0.9092620307909673
"Gipson-Long, Sawyer",SI,62,-1.352046972597018,-2.180720923543577
"Givens, Mychal",FF,46,-0.9956643503212044,-2.1644877180895747
"Givens, Mychal",SI,8,-0.06918490921268239,-0.8648113651585299
"Glasnow, Tyler",FF,811,-10.687672315166454,-1.317838756494014
"Gonsolin, Tony",FF,657,1.2024247444821816,0.18301746491357407
"González, Chi Chi",FF,28,0.10194688831921671,0.36409602971148824
"González, Chi Chi",SI,10,0.07276947750858963,0.7276947750858962
"Gott, Trevor",FC,379,-6.64795676203252,-1.7540783013278418
"Gott, Trevor",FF,214,-4.131633092683787,-1.930669669478405
"Gott, Trevor",SI,271,0.2910317427097357,0.10739178697776225
"Graterol, Brusdar",FC,200,-3.0406050788726655,-1.5203025394363328
"Graterol, Brusdar",FF,95,-1.7470473525151609,-1.8389972131738537
"Graterol, Brusdar",SI,403,-7.0139960106667125,-1.740445660215065
"Graveman, Kendall",FF,251,-7.169522487211064,-2.8563834610402647
"Graveman, Kendall",SI,438,-8.41515082059013,-1.921267310637016
"Gray, Jon",FF,1013,-8.279218732078846,-0.8172970120512187
"Gray, Josiah",FC,484,-4.283658470901288,-0.8850534030787786
"Gray, Josiah",FF,478,-3.3691977917768874,-0.7048530945139931
"Gray, Josiah",SI,483,0.09294426532704415,0.019243119115330054
"Gray, Sonny",FC,366,-9.0021972841778,-2.4596167443108743
"Gray, Sonny",FF,750,-6.182460952448885,-0.8243281269931846
"Gray, Sonny",SI,442,2.5491890131141064,0.5767395957271734
"Green, Chad",FF,110,-1.8553029735587536,-1.686639066871594
"Greene, Hunter",FF,1135,-25.608064461856404,-2.2562171332032075
"Greene, Shane",FC,15,-0.13974834875836967,-0.9316556583891311
"Greene, Shane",FF,9,0.03957366307470947,0.43970736749677186
"Greene, Shane",SI,3,0.012050261917337782,0.4016753972445927
"Greinke, Zack",FC,155,-2.6942852417999643,-1.7382485430967511
"Greinke, Zack",FF,581,5.05393722753264,0.8698687138610396
"Greinke, Zack",SI,348,1.2564327441707257,0.3610438920030821
"Grove, Michael",FC,92,-1.5384832558939348,-1.672264408580364
"Grove, Michael",FF,423,-0.7795572268608489,-0.18429248861958605
"Guerra, Javy",FF,127,-2.050436192634422,-1.6145166871137182
"Guerra, Javy",SI,120,-2.135274307630961,-1.7793952563591342
